Category,Workplace,Location,Department,Type,City,Region,Country,Workplace_Standardized,Employment_Type,Department_Category,Category_Normalized,Country_Normalized,City_Normalized,Job_ID,Location_ID,Department_ID,Category_ID,Priority_Class,Geographic_Region,Demand_Score,Demand_Score_Normalized,Created_At,Data_Quality_Score,Is_Active,Job_Description
Data Scientist,Hybrid,"Bengaluru, Karnataka, India",Product,Full time,Bengaluru,Karnataka,India,Hybrid,Full-Time,Other,Data Scientist,India,Bengaluru,JOB_000346,LOC_0027,DEPT_0187,CAT_002,Normal-High,Asia Pacific,16,30.77,2026-02-23 17:13:21,100,True,"Apply machine learning and statistical methods to solve business problems. Work with Python, SQL, and cloud platforms to build and deploy data-driven models. This is a hybrid Full-Time role with flexible work arrangements."
Data Scientist,On-site,"Gurugram, Haryana, India",Research,Full time,Gurugram,Haryana,India,On-Site,Full-Time,Other,Data Scientist,India,Gurugram,JOB_000348,LOC_0084,DEPT_0209,CAT_002,Normal,Asia Pacific,11,21.15,2026-02-23 17:13:21,100,True,"Apply machine learning and statistical methods to solve business problems. Work with Python, SQL, and cloud platforms to build and deploy data-driven models. This is an on-site Full-Time position."
Data Scientist,Remote,Brazil,Unspecified Department,Full time,Unknown,Unknown,Brazil,Remote,Full-Time,Other,Data Scientist,Brazil,Unknown,JOB_000349,LOC_0215,DEPT_0257,CAT_002,Normal-High,Other,4,7.69,2026-02-23 17:13:21,100,True,"Apply machine learning and statistical methods to solve business problems. Work with Python, SQL, and cloud platforms to build and deploy data-driven models. This is a fully remote Full-Time position."
Data Scientist,On-site,"Brussels, Brussels, Belgium",Data Science,Full time,Brussels,Brussels,Belgium,On-Site,Full-Time,Technology & Data,Data Scientist,Belgium,Brussels,JOB_000350,LOC_0038,DEPT_0081,CAT_002,Normal,Other,3,5.77,2026-02-23 17:13:21,100,True,"Build machine learning models and statistical analyses to extract insights from large datasets. Proficient in Python, R, TensorFlow, PyTorch, and SQL. Experience with data pipelines, feature engineering, A/B testing, and model deployment using MLOps tools. This is an on-site Full-Time position."
Data Scientist,On-site,"Dubai, Dubai, United Arab Emirates",Data Solutions,Full time,Dubai,Dubai,United Arab Emirates,On-Site,Full-Time,Technology & Data,Data Scientist,United Arab Emirates,Dubai,JOB_000351,LOC_0068,DEPT_0082,CAT_002,Normal,Other,11,21.15,2026-02-23 17:13:21,100,True,"Build machine learning models and statistical analyses to extract insights from large datasets. Proficient in Python, R, TensorFlow, PyTorch, and SQL. Experience with data pipelines, feature engineering, A/B testing, and model deployment using MLOps tools. This is an on-site Full-Time position."
Data Scientist,Remote,Greece,Information Technology,Full time,Unknown,Unknown,Greece,Remote,Full-Time,Technology & Data,Data Scientist,Greece,Unknown,JOB_000352,LOC_0220,DEPT_0137,CAT_002,Premium,Europe,3,5.77,2026-02-23 17:13:21,100,True,"Build machine learning models and statistical analyses to extract insights from large datasets. Proficient in Python, R, TensorFlow, PyTorch, and SQL. Experience with data pipelines, feature engineering, A/B testing, and model deployment using MLOps tools. This is a fully remote Full-Time position."
Data Scientist,Remote,"Delhi, Delhi, India",HR,Full time,Delhi,Delhi,India,Remote,Full-Time,HR & Management,Data Scientist,India,Delhi,JOB_000354,LOC_0063,DEPT_0126,CAT_002,Normal-High,Asia Pacific,3,5.77,2026-02-23 17:13:21,100,True,"Use data science to analyze workforce trends, attrition prediction, and talent analytics. Build people analytics dashboards and predictive HR models. This is a fully remote Full-Time position."
Data Scientist,On-site,"Boulder, Colorado, United States",Business Operations,Full time,Boulder,Colorado,United States,On-Site,Full-Time,Operations,Data Scientist,United States,Boulder,JOB_000368,LOC_0033,DEPT_0029,CAT_002,Normal,North America,1,1.92,2026-02-23 17:13:21,100,True,"Apply data science techniques to optimize operational processes. Develop predictive models for demand forecasting, process optimization, and anomaly detection using Python and SQL. This is an on-site Full-Time position."
Data Scientist,On-site,"Melbourne, Victoria, Australia",QR_AU - Engineering Services,Full time,Melbourne,Victoria,Australia,On-Site,Full-Time,Other,Data Scientist,Australia,Melbourne,JOB_000369,LOC_0131,DEPT_0201,CAT_002,Normal,Asia Pacific,5,9.62,2026-02-23 17:13:21,100,True,"Apply machine learning and statistical methods to solve business problems. Work with Python, SQL, and cloud platforms to build and deploy data-driven models. This is an on-site Full-Time position."
Data Scientist,On-site,"Gurugram, Haryana, India",Information Technology,Full time,Gurugram,Haryana,India,On-Site,Full-Time,Technology & Data,Data Scientist,India,Gurugram,JOB_000370,LOC_0084,DEPT_0137,CAT_002,Normal,Asia Pacific,11,21.15,2026-02-23 17:13:21,100,True,"Build machine learning models and statistical analyses to extract insights from large datasets. Proficient in Python, R, TensorFlow, PyTorch, and SQL. Experience with data pipelines, feature engineering, A/B testing, and model deployment using MLOps tools. This is an on-site Full-Time position."
Data Scientist,On-site,"Cairo, Cairo Governorate, Egypt",Finance,Full time,Cairo,Cairo Governorate,Egypt,On-Site,Full-Time,Finance & Accounting,Data Scientist,Egypt,Cairo,JOB_000371,LOC_0042,DEPT_0110,CAT_002,Normal,Other,12,23.08,2026-02-23 17:13:21,100,True,"Develop financial models and risk scoring algorithms. Apply machine learning to fraud detection, credit risk, and forecasting using Python and big data tools. This is an on-site Full-Time position."
Data Scientist,Remote,"Jakarta, Jakarta, Indonesia",Data,Full time,Jakarta,Jakarta,Indonesia,Remote,Full-Time,Technology & Data,Data Scientist,Indonesia,Jakarta,JOB_000372,LOC_0097,DEPT_0071,CAT_002,Premium,Other,2,3.85,2026-02-23 17:13:21,100,True,"Build machine learning models and statistical analyses to extract insights from large datasets. Proficient in Python, R, TensorFlow, PyTorch, and SQL. Experience with data pipelines, feature engineering, A/B testing, and model deployment using MLOps tools. This is a fully remote Full-Time position."
Data Scientist,On-site,"Jeddah, Makkah Province, Saudi Arabia",Data and Analytics,Full time,Jeddah,Makkah Province,Saudi Arabia,On-Site,Full-Time,Technology & Data,Data Scientist,Saudi Arabia,Jeddah,JOB_000373,LOC_0098,DEPT_0083,CAT_002,Normal,Other,3,5.77,2026-02-23 17:13:21,100,True,"Build machine learning models and statistical analyses to extract insights from large datasets. Proficient in Python, R, TensorFlow, PyTorch, and SQL. Experience with data pipelines, feature engineering, A/B testing, and model deployment using MLOps tools. This is an on-site Full-Time position."
Data Scientist,On-site,"Stamford, Connecticut, United States",Research,Full time,Stamford,Connecticut,United States,On-Site,Full-Time,Other,Data Scientist,United States,Stamford,JOB_000374,LOC_0198,DEPT_0209,CAT_002,Normal,North America,1,1.92,2026-02-23 17:13:21,100,True,"Apply machine learning and statistical methods to solve business problems. Work with Python, SQL, and cloud platforms to build and deploy data-driven models. This is an on-site Full-Time position."
Data Scientist,Hybrid,"London, England, United Kingdom","Business Operations, Analytics & Data Science",Full time,London,England,United Kingdom,Hybrid,Full-Time,Technology & Data,Data Scientist,United Kingdom,London,JOB_000375,LOC_0117,DEPT_0030,CAT_002,Normal-High,Europe,52,100.0,2026-02-23 17:13:21,100,True,"Build machine learning models and statistical analyses to extract insights from large datasets. Proficient in Python, R, TensorFlow, PyTorch, and SQL. Experience with data pipelines, feature engineering, A/B testing, and model deployment using MLOps tools. This is a hybrid Full-Time role with flexible work arrangements."
Data Scientist,On-site,"Taipei, Taipei City, Taiwan",Unspecified Department,Full time,Taipei,Taipei City,Taiwan,On-Site,Full-Time,Other,Data Scientist,Taiwan,Taipei,JOB_000376,LOC_0205,DEPT_0257,CAT_002,Normal,Other,3,5.77,2026-02-23 17:13:21,100,True,"Apply machine learning and statistical methods to solve business problems. Work with Python, SQL, and cloud platforms to build and deploy data-driven models. This is an on-site Full-Time position."
Data Scientist,Remote,"Arlington, Virginia, United States",Data Analytics & Research,Full time,Arlington,Virginia,United States,Remote,Full-Time,Technology & Data,Data Scientist,United States,Arlington,JOB_000377,LOC_0009,DEPT_0076,CAT_002,Premium,North America,5,9.62,2026-02-23 17:13:21,100,True,"Build machine learning models and statistical analyses to extract insights from large datasets. Proficient in Python, R, TensorFlow, PyTorch, and SQL. Experience with data pipelines, feature engineering, A/B testing, and model deployment using MLOps tools. This is a fully remote Full-Time position."
Data Scientist,Remote,"Paris, Île-de-France, France",Data Science,Not Specified,Paris,Île-de-France,France,Remote,Not Specified,Technology & Data,Data Scientist,France,Paris,JOB_000379,LOC_0163,DEPT_0081,CAT_002,Normal,Europe,9,17.31,2026-02-23 17:13:21,100,True,"Build machine learning models and statistical analyses to extract insights from large datasets. Proficient in Python, R, TensorFlow, PyTorch, and SQL. Experience with data pipelines, feature engineering, A/B testing, and model deployment using MLOps tools. This is a fully remote Not Specified position."
Data Scientist,Hybrid,"London, England, United Kingdom","Tech, Analytics, Product & Design",Full time,London,England,United Kingdom,Hybrid,Full-Time,Technology & Data,Data Scientist,United Kingdom,London,JOB_000380,LOC_0117,DEPT_0238,CAT_002,Normal-High,Europe,52,100.0,2026-02-23 17:13:21,100,True,"Build machine learning models and statistical analyses to extract insights from large datasets. Proficient in Python, R, TensorFlow, PyTorch, and SQL. Experience with data pipelines, feature engineering, A/B testing, and model deployment using MLOps tools. This is a hybrid Full-Time role with flexible work arrangements."
Data Scientist,Remote,"Louisville, Colorado, United States",Delivery,Full time,Louisville,Colorado,United States,Remote,Full-Time,Operations,Data Scientist,United States,Louisville,JOB_000381,LOC_0119,DEPT_0085,CAT_002,Normal-High,North America,1,1.92,2026-02-23 17:13:21,100,True,"Apply data science techniques to optimize operational processes. Develop predictive models for demand forecasting, process optimization, and anomaly detection using Python and SQL. This is a fully remote Full-Time position."
Data Scientist,On-site,"Bengaluru, Karnataka, India",IT,Full time,Bengaluru,Karnataka,India,On-Site,Full-Time,Technology & Data,Data Scientist,India,Bengaluru,JOB_000382,LOC_0027,DEPT_0131,CAT_002,Normal,Asia Pacific,16,30.77,2026-02-23 17:13:21,100,True,"Build machine learning models and statistical analyses to extract insights from large datasets. Proficient in Python, R, TensorFlow, PyTorch, and SQL. Experience with data pipelines, feature engineering, A/B testing, and model deployment using MLOps tools. This is an on-site Full-Time position."
Data Scientist,On-site,"Sydney, New South Wales, Australia",Sales,Full time,Sydney,New South Wales,Australia,On-Site,Full-Time,Marketing & Sales,Data Scientist,Australia,Sydney,JOB_000383,LOC_0203,DEPT_0218,CAT_002,Normal,Asia Pacific,5,9.62,2026-02-23 17:13:21,100,True,"Develop customer segmentation, churn prediction, and recommendation models. Analyze marketing data using Python, SQL, and A/B testing frameworks. This is an on-site Full-Time position."
Data Scientist,On-site,"London, England, United Kingdom",Product,Full time,London,England,United Kingdom,On-Site,Full-Time,Other,Data Scientist,United Kingdom,London,JOB_000385,LOC_0117,DEPT_0187,CAT_002,Normal,Europe,52,100.0,2026-02-23 17:13:21,100,True,"Apply machine learning and statistical methods to solve business problems. Work with Python, SQL, and cloud platforms to build and deploy data-driven models. This is an on-site Full-Time position."
Data Scientist,Unknown,"Arlington, Virginia, United States",Data Analytics & Research,Full time,Arlington,Virginia,United States,Unknown,Full-Time,Technology & Data,Data Scientist,United States,Arlington,JOB_000387,LOC_0009,DEPT_0076,CAT_002,Normal,North America,5,9.62,2026-02-23 17:13:21,100,True,"Build machine learning models and statistical analyses to extract insights from large datasets. Proficient in Python, R, TensorFlow, PyTorch, and SQL. Experience with data pipelines, feature engineering, A/B testing, and model deployment using MLOps tools. This is an on-site Full-Time position."
Data Scientist,Remote,"Federal Territory of Kuala Lumpur, Malaysia",Data,Full time,Federal Territory of Kuala Lumpur,Unknown,Malaysia,Remote,Full-Time,Technology & Data,Data Scientist,Malaysia,Federal Territory Of Kuala Lumpur,JOB_000396,LOC_0075,DEPT_0071,CAT_002,Premium,Other,1,1.92,2026-02-23 17:13:21,100,True,"Build machine learning models and statistical analyses to extract insights from large datasets. Proficient in Python, R, TensorFlow, PyTorch, and SQL. Experience with data pipelines, feature engineering, A/B testing, and model deployment using MLOps tools. This is a fully remote Full-Time position."
Data Scientist,On-site,"Cairo, Cairo Governorate, Egypt",1,Not Specified,Cairo,Cairo Governorate,Egypt,On-Site,Not Specified,Other,Data Scientist,Egypt,Cairo,JOB_000399,LOC_0042,DEPT_0001,CAT_002,Normal,Other,12,23.08,2026-02-23 17:13:21,100,True,"Apply machine learning and statistical methods to solve business problems. Work with Python, SQL, and cloud platforms to build and deploy data-driven models. This is an on-site Not Specified position."
Data Scientist,Hybrid,"Paris, Île-de-France, France",Tech,Full time,Paris,Île-de-France,France,Hybrid,Full-Time,Technology & Data,Data Scientist,France,Paris,JOB_000401,LOC_0163,DEPT_0236,CAT_002,Normal-High,Europe,9,17.31,2026-02-23 17:13:21,100,True,"Build machine learning models and statistical analyses to extract insights from large datasets. Proficient in Python, R, TensorFlow, PyTorch, and SQL. Experience with data pipelines, feature engineering, A/B testing, and model deployment using MLOps tools. This is a hybrid Full-Time role with flexible work arrangements."
Data Scientist,Hybrid,"Shibuya, Tokyo, Japan",Engineering,Full time,Shibuya,Tokyo,Japan,Hybrid,Full-Time,Other,Data Scientist,Japan,Shibuya,JOB_000402,LOC_0193,DEPT_0102,CAT_002,Normal-High,Asia Pacific,3,5.77,2026-02-23 17:13:21,100,True,"Apply machine learning and statistical methods to solve business problems. Work with Python, SQL, and cloud platforms to build and deploy data-driven models. This is a hybrid Full-Time role with flexible work arrangements."
Data Scientist,Remote,"Toronto, Ontario, Canada",Data Science,Full time,Toronto,Ontario,Canada,Remote,Full-Time,Technology & Data,Data Scientist,Canada,Toronto,JOB_000403,LOC_0212,DEPT_0081,CAT_002,Premium,North America,8,15.38,2026-02-23 17:13:21,100,True,"Build machine learning models and statistical analyses to extract insights from large datasets. Proficient in Python, R, TensorFlow, PyTorch, and SQL. Experience with data pipelines, feature engineering, A/B testing, and model deployment using MLOps tools. This is a fully remote Full-Time position."
Data Scientist,On-site,"Atlanta, Georgia, United States",Data Science,Full time,Atlanta,Georgia,United States,On-Site,Full-Time,Technology & Data,Data Scientist,United States,Atlanta,JOB_000404,LOC_0012,DEPT_0081,CAT_002,Normal,North America,1,1.92,2026-02-23 17:13:21,100,True,"Build machine learning models and statistical analyses to extract insights from large datasets. Proficient in Python, R, TensorFlow, PyTorch, and SQL. Experience with data pipelines, feature engineering, A/B testing, and model deployment using MLOps tools. This is an on-site Full-Time position."
